Card Name
Swooping Talon
Wall of Hope
Ward Sliver
Whipgrass Entangler
Windborn Muse
Wingbeat Warrior
Aven Envoy
Cephalid Pathmage
Chromeshell Crab
Covert Operative
Crookclaw Elder
Dermoplasm
Dreamborn Muse
Echo Tracer
Fugitive Wizard
Gempalm Sorcerer
Glintwing Invoker
Keeneye Aven
Keeper of the Nine Gales
Master of the Veil
Merchant of Secrets
Mistform Seaswift
Mistform Sliver
Mistform Ultimus
Mistform Wakecaster
Primoc Escapee
Riptide Director
Riptide Mangler
Shifting Sliver
Synapse Sliver
Voidmage Apprentice
Wall of Deceit
Warped Researcher
Weaver of Lies
Willbender
Aphetto Exterminator
Bane of the Living
Blood Celebrant
Corpse Harvester
Crypt Sliver
Dark Supplicant
Deathmark Prelate
Drinker of Sorrow
Dripping Dead
Earthblighter
Embalmed Brawler
Gempalm Polluter
Ghastly Remains
Goblin Turncoat
Graveborn Muse
Havoc Demon
Hollow Specter
Infernal Caretaker
Noxious Ghoul
Phage the Untouchable
Scion of Darkness
Skinthinner
Smokespew Invoker
Sootfeather Flock
Spectral Sliver
Toxin Sliver
Vile Deacon
Withered Wretch
Zombie Brute
Blade Sliver
Bloodstoke Howler
Clickslither
Crested Craghorn
Flamewave Invoker
Frenetic Raptor
Gempalm Incinerator
Goblin Assassin
Goblin Clearcutter
Goblin Dynamo
Goblin Firebug
Goblin Goon
Goblin Grappler
Goblin Lookout
Hunter Sliver
Imperial Hellkite
Kilnmouth Dragon
Lavaborn Muse
Macetail Hystrodon
Magma Sliver
Ridgetop Raptor
Rockshard Elemental
Shaleskin Plower
Skirk Alarmist
Skirk Drill Sergeant
Skirk Marauder
Skirk Outrider
Unstable Hulk
Warbreak Trumpeter
Berserk Murlodont
Branchsnap Lorian
Brontotherium
Brood Sliver
Caller of the Claw
Canopy Crawler
Defiant Elf
Elvish Soultiller
Enormous Baloth
Feral Throwback
Gempalm Strider
Glowering Rogon
Hundroog
Krosan Cloudscraper
Krosan Vorine
Nantuko Vigilante
Needleshot Gourna
Patron of the Wild
Primal Whisperer
Quick Sliver
Root Sliver
Seedborn Muse
Stonewood Invoker
Timberwatch Elf
Totem Speaker
Tribal Forcemage
Vexing Beetle
Wirewood Channeler
Wirewood Hivemaster
Ajani Goldmane4
Arbiter of Knollridge
Austere Command
Avian Changeling
Battle Mastery
Brigid Hero of Kinsbaile
Burrenton Forge-Tender
Cenn's Heir
Changeling Hero
Cloudgoat Ranger
Crib Swap
Dawnfluke
Entangling Trap
Favor of the Mighty
Galepowder Mage
Goldmeadow Dodger
Goldmeadow Harrier
Goldmeadow Stalwart
Harpoon Sniper
Hillcomber Giant
Hoofprints of the Stag
Judge of Currents
Kinsbaile Balloonist
Kinsbaile Skirmisher
Kithkin Greatheart
Kithkin Harbinger
Kithkin Healer
Knight of Meadowgrain
Lairwatch Giant
Militia's Pride
Mirror Entity
Neck Snap
Oaken Brawler
Oblivion Ring
Plover Knights
Pollen Lullaby
Purity
Sentry Oak
Shields of Velis Vel
Soaring Hope
Springjack Knight
Summon the School
Surge of Thoughtweft
Thoughtweft Trio
Triclopean Sight
Veteran of the Depths
Wellgabber Apothecary
Wispmare
Wizened Cenn
Aethersnipe
Amoeboid Changeling
Aquitect's Will
Benthicore
Broken Ambitions
Captivating Glance
Cryptic Command
Deeptread Merrow
Drowner of Secrets
Ego Erasure
Ethereal Whiskergill
Faerie Harbinger
Faerie Trickery
Fallowsage
Familiar's Ruse
Fathom Trawl
Forced Fruition
Glen Elendra Pranksters
Glimmerdust Nap
Guile
Inkfathom Divers
Jace Beleren3
Merrow Commerce
Merrow Harbinger
Merrow Reejerey
Mistbind Clique
Mulldrifter
Paperfin Rascal
Pestermite
Ponder
Protective Bubble
Ringskipper
Scattering Stroke
Scion of Oona
Sentinels of Glen Elendra
Shapesharer
Silvergill Adept
Silvergill Douser
Sower of Temptation
Spellstutter Sprite
Stonybrook Angler
Streambed Aquitects
Surgespanner
Tideshaper Mystic
Turtleshell Changeling
Wanderwine Prophets
Whirlpool Whelm
Wings of Velis Vel
Zephyr Net
Black Poplar Shaman
Bog Hoodlums
Boggart Birth Rite
Boggart Harbinger
Boggart Loggers
Boggart Mob
Cairn Wanderer
Colfenor's Plans
Dread
Dreamspoiler Witches
Exiled Boggart
Eyeblight's Ending
Facevaulter
Faerie Tauntings
Final Revels
Fodder Launch
Footbottom Feast
Ghostly Changeling
Hoarder's Greed
Hornet Harasser
Hunter of Eyeblights
Knucklebone Witch
Liliana Vess5
Lys Alana Scarblade
Mad Auntie
Makeshift Mannequin
Marsh Flitter
Moonglove Winnower
Mournwhelk
Nameless Inversion
Nath's Buffoon
Nectar Faerie
Nettlevine Blight
Nightshade Stinger
Oona's Prowler
Peppersmoke
Profane Command
Prowess of the Fair
Quill-Slinger Boggart
Scarred Vinebreeder
Shriekmaw
Skeletal Changeling
Spiderwig Boggart
Squeaking Pie Sneak
Thieving Sprite
Thorntooth Witch
Thoughtseize
Warren Pilferers
Weed Strangle
Adder-Staff Boggart
Ashling the Pilgrim
Ashling's Prerogative
Axegrinder Giant
Blades of Velis Vel
Blind-Spot Giant
Boggart Forager
Boggart Shenanigans
Boggart Sprite-Chaser
Caterwauling Boggart
Ceaseless Searblades
Chandra Nalaar6
Changeling Berserker
Consuming Bonfire
Crush Underfoot
Faultgrinder
Fire-Belly Changeling
Flamekin Bladewhirl
Flamekin Brawler
Flamekin Harbinger
Flamekin Spitfire
Giant Harbinger
Giant's Ire
Glarewielder
Goatnapper
Hamletback Goliath
Hearthcage Giant
Heat Shimmer
Hostility
Hurly-Burly
Incandescent Soulstoke
Incendiary Command
Ingot Chewer
Inner-Flame Acolyte
Inner-Flame Igniter
Lash Out
Lowland Oaf
Mudbutton Torchrunner
Needle Drop
Secret Base
Watermarket
Accessories to Murder
Applied Aeronautics
Arms Depot
Auto-Key
Bee-Bee Gun
Boomflinger
Buzz Buggy
Deadly Poison Sampler
Dictation Quillograph
Dispatch Dispensary
Division Table
Dogsnail Engine
Dual Doomsuits
Duplication Device
Faerie Aerie
Genetic Recombinator
Gift Horse
Gnomeball Machine
Goblin Slingshot
Guest List
Hard Hat Area
Head Banger
Hypnotic Swirly Disc
Inflation Station
Insufferable Syphon
Jamming Device
Lackey Recycler
Mandatory Friendship Shackles
Neural Network
Oaken Power Suit
Optical Optimizer
Pet Project
Quick-Stick Lick Trick
Rapid Prototyper
Record Store
Refibrillator
Sap Sucker
Sundering Fork
Targeting Rocket
Thud-for-Duds
Top-Secret Tunnel
Tread Mill
Turbo-Thwacking Auto-Hammer
Twiddlestick Charger
Widget Contraption
Gifts Ungiven
Goblin Lackey
Kird Ape
Lotus Petal
Mystical Tutor
Necropotence
Sensei's Divining Top
Serendib Efreet
Skullclamp
Strip Mine
Tinker
Trinisphere
Aether Vial
Isochron Scepter
Ivory Tower
Jester's Cap
Karn Silver Golem
Masticore
Memory Jar
Mirari
Mox Diamond
Sundering Titan
Sword of Body and Mind
Zuran Orb
Cao Cao Lord of Wei
Captain Sisay
Doran the Siege Tower
Kiki-Jiki Mirror Breaker
Kresh the Bloodbraided
Mikaeus the Lunarch
Omnath Locus of Mana
Oona Queen of the Fae
Progenitus
Rafiq of the Many
Sharuum the Hegemon
Sun Quan Lord of Wu
Teferi Mage of Zhalfir
Ulamog the Infinite Gyre
Visara the Dreadful
Ancient Tomb
Boseiju Who Shelters All
Cephalid Coliseum
Desert
Dryad Arbor
Forbidden Orchard
Glacial Chasm
Grove of the Burnwillows
High Market
Maze of Ith
Murmuring Bosk
Shivan Gorge
Urborg Tomb of Yawgmoth
Vesuva
Windbrisk Heights
Hymn to Tourach
Fyndhorn Elves
Impulse
Wall of Blossoms
Thran Dynamo
Tangle Wire
Fact or Fiction
Chainer's Edict
Akroma's Vengeance
Gilded Lotus
Ink-Eyes Servant of Oni
Char
Venser Shaper Savant
Chameleon Colossus
Cruel Ultimatum
Jace the Mind Sculptor3
Green Sun's Zenith
Kessig Wolf Run
Burning of Xinye
Cataclysm
Child of Alara
Decree of Annihilation
Firespout
Fracturing Gust
Living Death
Martial Coup
Rolling Earthquake
Smokestack
Terminus
Upheaval
Virtue's Ruin
Akroma Angel of Fury
Archangel of Strife
Aurelia the Warleader
Avacyn Angel of Hope
Baneslayer Angel
Entreat the Angels
Exalted Angel
Iona Shield of Emeria
Iridescent Angel
Jenara Asura of War
Lightning Angel
Platinum Angel
Tariel Reckoner of Souls
Beseech the Queen
Cabal Ritual
Conflux
Dark Depths
Glissa the Traitor
Helvault
Memnarch
Mind's Desire
Momir Vig Simic Visionary
Near-Death Experience
Obliterate
Phyrexian Processor
Tolaria West
Umezawa's Jitte
Unmask
Archangel Avacyn // Avacyn the Purifier
Arguel's Blood Fast // Temple of Aclazotz
Arlinn Kord // Arlinn Embraced by the Moon3
Bloodline Keeper // Lord of Lineage
Bruna the Fading Light // Brisela Voice of Nightmares
Brisela Voice of Nightmares
Chandra Fire of Kaladesh // Chandra Roaring Flame
Delver of Secrets // Insectile Aberration
Elbrus the Binding Blade // Withengar Unbound
Garruk Relentless // Garruk the Veil-Cursed3
Gisela the Broken Blade // Brisela Voice of Nightmares
Huntmaster of the Fells // Ravager of the Fells
Jace Vryn's Prodigy // Jace Telepath Unbound
Kytheon Hero of Akros // Gideon Battle-Forged
Liliana Heretical Healer // Liliana Defiant Necromancer
Nissa Vastwood Seer // Nissa Sage Animist
Archangel
Daraja Griffin
Equipoise
Eye of Singularity
Freewind Falcon
Gossamer Chains
Honorable Passage
Hope Charm
Infantry Veteran
Jamuraan Lion
Knight of Valor
Longbow Archer
Miraculous Recovery
Parapet
Peace Talks
Relic Ward
Remedy
Resistance Fighter
Retribution of the Meek
Righteous Aura
Sun Clasp
Teferi's Honor Guard
Tithe
Warrior's Honor
Zhalfirin Crusader
Betrayal
Breezekeeper
Chronatog
Cloud Elemental
Desertion
Dream Tides
Flooded Shoreline
Foreshadow
Inspiration
Knight of the Mists
Man-o'-War
Mystic Veil
Ovinomancer
Prosperity
Rainbow Efreet
Shimmering Efreet
Shrieking Drake
Teferi's Realm
Three Wishes
Time and Tide
Undo
Vanishing
Vision Charm
Waterspout Djinn
Aku Djinn
Blanket of Night
Brood of Cockroaches
Coercion
Crypt Rats
Dark Privilege
Death Watch
Desolation
Fallen Askari
Forbidden Ritual
Funeral Charm
Infernal Harvest
Kaervek's Spite
Necromancy
Necrosavant
Nekrataal
Pillar Tombs of Aku
Python
Suq'Ata Assassin
Tar Pit Warrior
Urborg Mindsucker
Vampiric Tutor
Vampirism
Wake of Vultures
Wicked Reward
Bogardan Phoenix
Dwarven Vigilantes
Elkin Lair
Fireblast
Goblin Recruiter
Goblin Swine-Rider
Hearth Charm
Heat Wave
Hulking Cyclops
Keeper of Kookus
Kookus
Lightning Cloud
Mob Mentality
Ogre Enforcer
Raging Gorilla
Relentless Assault
Rock Slide
Solfatara
Song of Blood
Spitting Drake
Suq'Ata Lancer
Talruum Champion
Talruum Piper
Tremor
Viashino Sandstalker
Bull Elephant
City of Solitude
Elephant Grass
Elven Cache
Emerald Charm
Feral Instinct
Giant Caterpillar
Katabatic Winds
King Cheetah
Kyscu Drake
Lichenthrope
Mortal Wound
Natural Order
Panther Warriors
Quirion Druid
Quirion Ranger
River Boa
Rowen
Spider Climb
Stampeding Wildebeests
Summer Bloom
Uktabi Orangutan
Warthog
Wind Shear
Army Ants
Breathstealer's Crypt
Corrosion
Femeref Enchantress
Firestorm Hellkite
Guiding Spirit
Mundungu
Pygmy Hippo
Righteous War
Scalebane's Elite
Simoon
Squandered Resources
Suleiman's Legacy
Tempest Drake
Viashivan Dragon
Anvil of Bogardan
Brass-Talon Chimera
Diamond Kaleidoscope
Dragon Mask
Helm of Awakening
Iron-Heart Chimera
Juju Bubble
Lead-Belly Chimera
Magma Mine
Matopi Golem
Phyrexian Marauder
Phyrexian Walker
Sands of Time
Sisay's Ring
Snake Basket
Teferi's Puzzle Box
Tin-Wing Chimera
Triangle of War
Wand of Denial
Coral Atoll
Dormant Volcano
Everglades
Griffin Canyon
Jungle Basin
Karoo
Quicksand
Undiscovered Paradise
Afterlife
Akroma's Blessing
Astral Slide
Battle Screech
Benalish Trapper
Benevolent Bodyguard
Breath of Life
Brilliant Halo
Council's Judgment
Crescendo of War
Decree of Justice
Devout Witness
Empyrial Armor
Eternal Dragon
Exile
Gerrard's Battle Cry
Gilded Light
Gustcloak Harrier
Jareth Leonine Titan
Karmic Guide
Kongming Sleeping Dragon
Mistmoon Griffin
Mystic Zealot
Noble Templar
Parallax Wave
Phantom Nomad
Pianna Nomad Captain
Radiant Archangel
Radiant's Judgment
Renewed Faith
Seal of Cleansing
Shelter
Sidar Jabari
Soltari Emissary
Soltari Trooper
Spirit Cairn
Spirit Mirror
Teroh's Faithful
Winds of Rath
Academy Elite
Aquamoeba
Brain Freeze
Brainstorm
Choking Tethers
Circular Logic
Cloud Djinn
Cloud of Faeries
Deep Analysis
Ephemeron
Flusterstorm
Force of Will
Frantic Search
Future Sight
Gush
High Tide
Killer Whale
Krovikan Sorcerer
Morphling
Muzzio Visionary Architect
Obsessive Search
Ophidian
Owl Familiar
Palinchron
Plea for Power
Repel
Rescind
Scrivener
Sea Drake
Skywing Aven
Stroke of Genius
Temporal Fissure
Thalakos Drifters
Tradewind Rider
Turnabout
Volrath's Shapeshifter
Waterfront Bouncer
Addle
Baleful Force
Carnophage
Choking Sands
Crovax the Cursed
Cruel Bargain
Dark Hatchling
Dauthi Mercenary
Death's-Head Buzzard
Drakestown Forgotten
Expunge
Famine
Fledgling Djinn
Ichorid
Kezzerdrix
Laquatus's Champion
Lurking Evil
Mesmeric Fiend
Nature's Ruin
Nightscape Familiar
Phyrexian Defiler
Predatory Nightstalker
Putrid Imp
Reanimate
Recurring Nightmare
Reign of the Pit
Sarcomancy
Skirge Familiar
Spinal Graft
Tendrils of Agony
Tyrant's Choice
Urborg Uprising
Yawgmoth's Bargain
Yawgmoth's Will
Aftershock
Beetleback Chief
Burning Wish
Chaos Warp
Chartooth Cougar
Crater Hellion
Falter
Flametongue Kavu
Flowstone Hellion
Gamble
Goblin Commando
Goblin General
Goblin Matron
Goblin Patrol
Goblin Piledriver
Goblin Ringleader
Goblin Settler
Goblin Warchief
Hulking Goblin
Kaervek's Torch
Kindle
Lightning Dragon
Lightning Rift
Orcish Lumberjack
Pillaging Horde
Reckless Charge
Rites of Initiation
Rorix Bladewing
Scourge of the Throne
Skirk Prospector
Solar Blast
Spark Spray
Starstorm
Sulfuric Vortex
Wall of Diffusion
Worldgorger Dragon
Armor of Thorns
Arrogant Wurm
Basking Rootwalla
Blastoderm
Brindle Shoat
Claws of Wirewood
Deranged Hermit
Desert Twister
Dreampod Druid
Elephant Guide
Elvish Aberration
Erhnam Djinn
Gaea's Embrace
Genesis
Giant Mantis
Gigapede
Grizzly Fate
Hermit Druid
Jungle Wurm
Krosan Tusker
Nature's Lore
Norwood Priestess
Nostalgic Dreams
Oath of Druids
Penumbra Wurm
Provoke
Realm Seekers
Roar of the Wurm
Rofellos Llanowar Emissary
Saproling Burst
Silvos Rogue Elemental
Simian Grunts
Sudden Strength
Survival of the Fittest
Symbiotic Wurm
Tangle
Tribute to the Wild
Wild Mongrel
Yavimaya Elder
Aether Mutation
Armadillo Cloak
Baleful Strix
Basandra Battle Seraph
Blazing Specter
Brago King Eternal
Dack Fayden3
Dack's Duplicate
Death Grasp
Deathreap Ritual
Edric Spymaster of Trest
Fires of Yavimaya
Goblin Trenches
Grenzo Dungeon Warden
Magister of Worth
Marchesa the Black Rose
Prophetic Bolt
Psychatog
Reviving Vapors
Selvala Explorer Returned
Shivan Wurm
Spiritmonger
Chimeric Idol
City in a Bottle
Coercive Portal
Cursed Scroll
Flowstone Sculpture
Lion's Eye Diamond
Mana Crypt
Mana Prism
Null Rod
Predator Flagship
Ring of Gix
Sphere of Resistance
Su-Chi
Thopter Squadron
Bad River
Barren Moor
Bazaar of Baghdad
Caldera Lake
Flood Plain
Forgotten Cave
Grand Coliseum
Grasslands
Keldon Necropolis
Kjeldoran Outpost
Lake of the Dead
Library of Alexandria
Lonely Sandbar
Mishra's Workshop
Mountain Valley
Pine Barrens
Rocky Tar Pit
Salt Flats
Scabland
Secluded Steppe
Skyshroud Forest
Thawing Glaciers
Tolarian Academy
Tranquil Thicket
Yavimaya Hollow
Millicent Restless Revenant
Strefan Maurer Progenitor
Donal Herald of Wings
Timothar Baron of Bats
Drogskol Reinforcements
Haunted Library
Priest of the Blessed Graf
Rhoda Geist Avenger
Storm of Souls
Sudden Salvation
Breath of the Sleepless
Ethereal Investigator
Haunting Imitation
Occult Epiphany
Spectral Arcanist
Timin Youthful Geist
Crossway Troublemakers
Glass-Cast Heart
Kamber the Plunderer
Olivia's Wrath
Predators' Hour
Shadowgrange Archfiend
Arterial Alchemy
Imposing Grandeur
Laurine the Diversion
Markov Enforcer
Midnight Arsonist
Scion of Opulence
Disorder in the Court
Sinister Waltz
Breathkeeper Seraph
Wedding Ring
Imperious Mindbreaker
Doom Weaver
Mirage Phalanx
Hollowhenge Overlord
Thundering Mightmare
Umbris Fear Manifest
Angel of Flight Alabaster
Benevolent Offering
Boreas Charger
Bygone Bishop
Crush Contraband
Custodi Soulbinders
Custodi Squire
Darksteel Mutation
Fell the Mighty
Field of Souls
Ghostly Prison
Hallowed Spiritkeeper
Hanged Executioner
Kirtar's Wrath
Knight of the White Orchid
Mentor of the Meek
Oyobi Who Split the Heavens
Promise of Bunrei
Remorseful Cleric
Spectral Shepherd
Twilight Drover
Arcane Denial
Distant Melody
Flood of Tears
Ghostly Pilferer
Imprisoned in the Moon
Kami of the Crescent Moon
Midnight Clock
Nebelgast Herald
Rattlechains
Reconnaissance Mission
Shacklegeist
Sire of the Storm
Spectral Sailor
Supreme Phantom
Verity Circle
Ancient Craving
Anowon the Ruin Sage
Blood Artist
Bloodline Necromancer
Bloodlord of Vaasgoth
Bloodtracker
Butcher of Malakir
Champion of Dusk
Cordial Vampire
Damnable Pact
Dark Impostor
Falkenrath Noble
Feed the Swarm
Indulgent Aristocrat
Malakir Bloodwitch
Necropolis Regent
Night's Whisper
Nirkana Revenant
Patron of the Vein
Sanctum Seeker
Stromkirk Condemned
Underworld Connections
Urge to Feed
Vampire Nighthawk
Anje's Ravager
Avacyn's Judgment
Blasphemous Act
Bloodsworn Steward
Crimson Honor Guard
Falkenrath Gorger
Mob Rule
Molten Echoes
Rakish Heir
Stensia Masquerade
Stromkirk Occultist
Vandalblast
Dovin Grand Arbiter3
Drogskol Captain
Geist of Saint Traft
Rakdos Charm
Stromkirk Captain
Vampiric Dragon
Arcane Signet
Azorius Locket
Azorius Signet
Charcoal Diamond
Commander's Sphere
Fire Diamond
Marble Diamond
Rakdos Signet
Sky Diamond
Swiftfoot Boots
Unstable Obelisk
Azorius Chancery
Command Tower
Exotic Orchard
Foreboding Ruins
Moorland Haunt
Myriad Landscape
Path of Ancestry
Port Town
Prairie Stream
Rakdos Carnarium
Shadowblood Ridge
Skycloud Expanse
Smoldering Marsh
Tainted Peak
Temple of Enlightenment
Temple of Malice
Temple of the False God
Unclaimed Territory
Adamant Will
Angelic Quartermaster
Arm the Cathars
Bride's Gown
By Invitation Only
Cemetery Protector
Circle of Confinement
Dawnhart Geist
Distracting Geist // Clever Distraction
Drogskol Infantry // Drogskol Armaments
Estwald Shieldbasher
Faithbound Judge // Sinner's Judgment
Fierce Retribution
Fleeting Spirit
Gryff Rider
Gryffwing Cavalry
Hallowed Haunting
Heron of Hope
Heron-Blessed Geist
Hopeful Initiate
Katilda Dawnhart Martyr // Katilda's Rising Dawn
Kindly Ancestor // Ancestor's Embrace
